ZCTA5,ZIP,households_by_type-total_households,relationship-population_in_households,marital_status-population_males_15_years_and_over,marital_status-population_females_15_years_and_over,grandparents-population-grandparents_living_with_own_grandchildren_under_18_years,educational_attainment-population-population_25_years_and_over,veteran_status-population-civilian_population_18_years_and_over,residence_1_year_ago-population-population_1_year_and_over,place_of_birth-population-total_population,ancestry-population-total_population,computers_and_internet_use-households-total_households
,,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum,sum
49601,49601,8560,20752,8639,8566,237,14809,16445,20814,21061,21061,0
49611,49611,100,260,100,97,4,174,197,253,260,260,0
49612,49612,494,1114,533,467,15,893,953,1114,1114,1114,0
49613,49613,305,703,289,318,9,571,592,701,703,703,0
49614,49614,1115,2678,1149,1167,34,2091,2201,2728,2753,2753,0
49615,49615,1748,3953,1703,1881,74,3165,3439,4099,4116,4116,0
49616,49616,760,2179,870,927,108,1557,1710,2241,2263,2263,0
49617,49617,1354,3119,1524,1307,20,2478,2736,3136,3203,3203,0
49618,49618,298,758,331,285,4,552,588,750,758,758,0
49619,49619,468,1089,478,503,30,882,936,1149,1156,1156,0
49620,49620,952,2684,979,1059,69,1750,1937,2644,2684,2684,0
49621,49621,1250,3199,1308,1475,46,2415,2670,3223,3241,3241,0
49622,49622,1098,2433,1020,1067,41,1893,2014,2433,2443,2443,0
49623,49623,415,1099,485,461,8,826,891,1092,1099,1099,0
49625,49625,551,1260,570,525,19,951,1060,1251,1260,1260,0
49626,49626,159,362,151,143,4,283,291,362,362,362,0
49627,49627,89,156,90,75,10,155,165,186,186,186,0
49628,49628,81,163,84,70,0,131,154,163,163,163,0
49629,49629,1113,2090,846,1058,13,1732,1842,2098,2104,2104,0
49630,49630,674,1430,633,648,8,1134,1226,1423,1430,1430,0
49631,49631,2431,6015,2528,2545,89,4417,4767,6106,6174,6174,0
49632,49632,476,1246,494,472,4,844,917,1222,1246,1246,0
49633,49633,1501,3699,1567,1526,56,2684,2979,3669,3717,3717,0
49634,49634,42,157,61,61,0,79,110,157,157,157,0
49635,49635,1592,3485,1467,1711,59,2907,3045,3612,3623,3623,0
49636,49636,190,339,200,193,0,326,365,403,403,403,0
49637,49637,1261,3229,1189,1364,0,2081,2455,3212,3256,3256,0
49638,49638,402,962,414,387,12,710,766,954,962,962,0
49639,49639,822,2173,891,883,29,1455,1687,2188,2203,2203,0
49640,49640,631,1337,624,593,5,1047,1146,1342,1355,1355,0
49642,49642,327,768,311,355,10,571,654,764,768,768,0
49643,49643,2473,6292,2748,2727,122,4581,5298,6327,6406,6406,0
49644,49644,862,2008,974,852,30,1654,1765,1999,2008,2008,0
49645,49645,665,1447,650,646,17,1155,1247,1448,1457,1457,0
49646,49646,3357,8195,3397,3209,135,5808,6291,8163,8290,8290,0
49648,49648,887,2153,917,945,35,1664,1771,2137,2153,2153,0
49649,49649,2298,6862,4049,2756,189,5472,6336,8037,8078,8078,0
49650,49650,1280,3256,1220,1324,26,2329,2435,3252,3256,3256,0
49651,49651,3157,7728,3229,3167,151,5573,6133,7730,7790,7790,0
49653,49653,790,1779,778,780,0,1361,1473,1792,1797,1797,0
49654,49654,327,565,260,266,0,502,511,572,576,576,0
49655,49655,1139,3071,1278,1192,45,2048,2308,3047,3077,3077,0
49656,49656,579,1608,696,665,17,1188,1302,1589,1608,1608,0
49657,49657,1312,3635,1469,1414,38,2339,2679,3663,3731,3731,0
49659,49659,2745,6822,2832,2717,175,4713,5253,6732,6838,6838,0
49660,49660,5649,12900,6432,5684,229,10341,11582,14087,14166,14166,0
49663,49663,2244,6075,2364,2463,138,4075,4567,6095,6134,6134,0
49664,49664,822,1907,834,868,20,1534,1622,1931,1937,1937,0
49665,49665,1635,4213,1646,1702,72,2917,3234,4180,4236,4236,0
49666,49666,0,0,0,0,0,0,0,0,0,0,0
49667,49667,205,471,196,217,7,368,392,471,471,471,0
49668,49668,1366,3581,1382,1373,71,2392,2597,3570,3581,3581,0
49670,49670,964,2102,926,941,56,1723,1814,2094,2127,2127,0
49674,49674,22,66,25,37,0,57,57,72,72,72,0
49675,49675,445,1035,419,436,16,757,832,1023,1035,1035,0
49676,49676,1544,3659,1542,1582,116,2807,3022,3645,3659,3659,0
49677,49677,2736,7032,2779,3004,135,4966,5465,7146,7209,7209,0
49679,49679,482,1232,579,518,13,889,1026,1289,1294,1294,0
49680,49680,669,1739,758,698,11,1182,1377,1718,1739,1739,0
49682,49682,1695,4197,1797,1865,99,3266,3533,4259,4334,4334,0
49683,49683,828,2144,924,846,47,1501,1679,2115,2144,2144,0
49684,49684,15952,38690,15466,17007,758,28391,31125,38885,39614,39614,0
49686,49686,13511,32102,13029,14358,298,23730,26094,32521,32747,32747,0
49688,49688,972,2594,1090,987,38,1824,1952,2573,2609,2609,0
49689,49689,634,1476,677,623,24,1117,1249,1466,1482,1482,0
49690,49690,2803,6867,2864,3005,54,5236,5586,6899,6931,6931,0
49701,49701,412,856,380,375,5,644,724,856,865,865,0
49705,49705,317,838,332,369,25,569,654,851,861,861,0
49706,49706,1827,4491,1854,1844,104,3063,3481,4458,4493,4493,0
49707,49707,9842,21517,9120,9605,157,16200,17919,21853,22037,22037,0
49709,49709,1623,3601,1736,1535,140,2995,3166,3644,3649,3649,0
49710,49710,220,556,273,205,16,447,460,540,556,556,0
49712,49712,3368,8038,3153,3474,112,5718,6284,7986,8055,8055,0
49713,49713,757,1923,812,768,46,1419,1526,1911,1923,1923,0
49715,49715,1216,3202,1354,1253,51,2171,2445,3173,3202,3202,0
49716,49716,350,857,324,402,3,630,685,857,857,857,0
49717,49717,115,198,91,107,0,198,198,198,198,198,0
49718,49718,344,741,312,339,5,592,628,736,741,741,0
49719,49719,690,1320,654,532,3,1108,1154,1308,1320,1320,0
49720,49720,3978,8782,3735,3867,93,6623,7210,8853,8917,8917,0
49721,49721,6201,13998,5907,6271,227,10669,11567,14160,14291,14291,0
49722,49722,127,278,151,101,0,210,239,278,278,278,0
49724,49724,420,1166,504,504,11,802,937,1162,1166,1166,0
49725,49725,331,637,300,288,7,566,570,637,637,637,0
49726,49726,532,1120,490,537,30,960,984,1120,1120,1120,0
49727,49727,2884,7279,3058,3022,112,5250,5755,7319,7397,7397,0
49728,49728,116,250,121,100,10,203,211,248,250,250,0
49729,49729,577,1451,604,633,28,1015,1150,1459,1461,1461,0
49730,49730,804,1950,894,809,24,1456,1613,2000,2010,2010,0
49733,49733,939,2354,968,935,75,1601,1815,2297,2354,2354,0
49735,49735,7815,19197,7736,8279,365,13495,15177,19351,19577,19577,0
49736,49736,225,496,207,216,7,405,416,493,497,497,0
49738,49738,4250,9417,4124,3989,112,7187,7739,9528,9625,9625,0
49740,49740,3135,6972,2927,3177,57,5536,5826,7065,7094,7094,0
49743,49743,348,822,372,322,4,597,646,828,837,837,0
49744,49744,393,980,422,364,7,662,750,980,980,980,0
49745,49745,512,1016,455,430,13,853,867,1016,1016,1016,0
49746,49746,1486,3397,1522,1524,31,2758,2907,3510,3519,3519,0
49747,49747,828,1946,791,822,35,1483,1558,1902,1946,1946,0
49748,49748,71,174,74,72,7,129,140,174,174,174,0
49749,49749,1821,3947,1762,1717,71,3128,3369,3933,3947,3947,0
49751,49751,867,2066,905,870,5,1506,1638,2060,2066,2066,0
49752,49752,213,580,492,209,31,668,701,794,794,794,0
49753,49753,873,1884,852,765,16,1440,1556,1863,1890,1890,0
49755,49755,867,1976,850,836,25,1451,1619,1953,1978,1978,0
49756,49756,1666,3424,1529,1539,112,2764,2948,3406,3433,3433,0
49757,49757,319,590,299,415,2,510,700,763,763,763,0
49759,49759,743,1535,682,700,15,1244,1310,1534,1541,1541,0
49760,49760,299,656,303,295,7,546,570,654,656,656,0
49762,49762,313,545,256,256,15,493,497,535,545,545,0
49764,49764,82,202,80,79,0,96,159,202,202,202,0
49765,49765,1732,3808,1645,1647,77,2869,3125,3803,3837,3837,0
49766,49766,928,2212,835,996,26,1616,1718,2199,2212,2212,0
49768,49768,169,352,153,182,0,306,331,357,357,357,0
49769,49769,660,1657,687,616,8,1061,1209,1645,1657,1657,0
49770,49770,7322,16753,6830,7341,243,12066,13517,16933,17148,17148,0
49774,49774,836,2012,927,815,40,1506,1652,1997,2012,2012,0
49775,49775,53,76,46,30,0,76,76,76,76,76,0
49776,49776,792,1755,755,777,40,1354,1459,1763,1772,1772,0
49777,49777,836,1744,772,825,30,1504,1554,1740,1744,1744,0
49779,49779,2045,4377,1966,1950,84,3472,3784,4536,4553,4553,0
49780,49780,660,1781,684,749,51,1205,1338,1771,1781,1781,0
49781,49781,1892,3914,1620,1741,36,2868,3190,3985,4014,4014,0
49782,49782,266,584,245,270,4,474,494,584,584,584,0
49783,49783,7907,18737,8422,8015,203,12637,15606,19421,19672,19672,0
49788,49788,1056,3098,4247,1190,66,4514,5185,6194,6298,6298,0
49791,49791,122,331,123,137,0,233,260,319,331,331,0
49793,49793,136,281,109,138,0,245,245,278,281,281,0
49795,49795,930,2102,955,828,34,1622,1700,2098,2119,2119,0
49796,49796,173,329,176,148,0,279,311,335,335,335,0
49799,49799,963,2309,1064,936,81,1733,1898,2282,2309,2309,0
49801,49801,4892,11375,4723,4663,69,8258,8952,11444,11583,11583,0
49802,49802,2685,5898,2401,2763,107,4447,4930,6062,6104,6104,0
49805,49805,102,178,102,76,0,174,174,178,178,178,0
49806,49806,272,549,218,245,10,449,457,549,549,549,0
49807,49807,1265,3140,1282,1326,37,2238,2461,3120,3141,3141,0
49808,49808,114,205,102,79,0,159,174,206,217,217,0
49812,49812,387,945,418,359,2,693,746,938,954,954,0
49814,49814,549,1356,562,581,38,1028,1090,1346,1356,1356,0
49815,49815,198,426,198,198,0,328,369,411,426,426,0
49816,49816,258,594,300,236,0,475,505,602,602,602,0
49817,49817,219,578,237,248,7,401,441,572,578,578,0
49818,49818,411,917,409,394,18,723,761,906,917,917,0
49819,49819,14,20,9,11,0,20,20,20,20,20,0
49820,49820,91,180,87,91,0,155,174,188,190,190,0
49821,49821,566,1194,530,532,4,979,1019,1196,1207,1207,0
49822,49822,122,290,127,119,0,243,245,288,290,290,0
49825,49825,96,206,92,85,0,158,158,206,206,206,0
49826,49826,94,191,95,80,0,165,175,191,191,191,0
49827,49827,376,940,392,367,38,636,711,940,940,940,0
49829,49829,7657,16843,6865,7521,182,12400,13845,17216,17345,17345,0
49831,49831,310,810,333,344,19,578,638,805,810,810,0
49833,49833,157,289,145,144,0,289,289,289,289,289,0
49834,49834,95,281,95,97,0,157,188,281,281,281,0
49835,49835,399,872,374,363,10,667,701,874,877,877,0
49836,49836,407,875,438,360,30,689,751,883,883,883,0
49837,49837,4020,9522,3965,3901,172,6972,7483,9526,9590,9590,0
49838,49838,245,556,243,207,15,406,430,556,556,556,0
49839,49839,176,380,193,177,12,348,367,380,380,380,0
49840,49840,304,692,300,292,8,551,582,687,692,692,0
49841,49841,2891,7315,2952,2850,68,5035,5528,7269,7331,7331,0
49847,49847,423,986,383,440,25,704,804,986,986,986,0
49848,49848,60,99,47,45,0,89,92,99,99,99,0
49849,49849,5120,12477,4956,5352,225,9155,9907,12605,12734,12734,0
49852,49852,64,119,59,47,7,97,100,117,119,119,0
49853,49853,551,1273,575,557,3,1000,1090,1264,1273,1273,0
49854,49854,2561,6153,2539,2758,99,4675,5075,6224,6264,6264,0
49855,49855,12581,29138,15293,14416,251,20451,28704,33294,33500,33500,0
49858,49858,5741,11717,5024,5118,138,8740,9637,11734,11808,11808,0
49861,49861,254,490,214,240,4,416,448,485,490,490,0
49862,49862,1652,4193,2657,1938,103,3938,4442,5222,5224,5224,0
