,ZCTA5,urban_rural-population-total_population,urban_rural-population-urban_total_population,urban_rural-population-rural_total_population,urban_rural-percent-urban_population-of-total_population,urban_rural-percent-rural_population-of-total_population
26384,76262,27648,25861,1787,0.935,0.065
26385,76263,44,0,44,0.0,1.0
26386,76264,1412,243,1169,0.172,0.828
26387,76265,1893,0,1893,0.0,1.0
26388,76266,13495,5972,7523,0.443,0.557
26389,76268,250,0,250,0.0,1.0
26390,76270,1853,0,1853,0.0,1.0
26391,76271,1352,0,1352,0.0,1.0
26392,76272,4745,0,4745,0.0,1.0
26393,76273,9135,3716,5419,0.407,0.593
26394,76301,16540,16237,303,0.982,0.018
26395,76302,13206,12776,430,0.967,0.033
26396,76305,4746,113,4633,0.024,0.976
26397,76306,15991,15437,554,0.965,0.035
26398,76308,19677,19518,159,0.992,0.008
26399,76309,13862,13518,344,0.975,0.025
26400,76310,17989,14303,3686,0.795,0.205
26401,76311,7535,7535,0,1.0,0.0
26402,76351,2035,0,2035,0.0,1.0
26403,76354,11270,10002,1268,0.887,0.113
26404,76357,712,0,712,0.0,1.0
26405,76360,3502,2746,756,0.784,0.216
26406,76363,256,0,256,0.0,1.0
26407,76364,193,0,193,0.0,1.0
26408,76365,4831,2731,2100,0.565,0.435
26409,76366,2317,0,2317,0.0,1.0
26410,76367,13045,6285,6760,0.482,0.518
26411,76370,299,0,299,0.0,1.0
26412,76371,1606,0,1606,0.0,1.0
26413,76372,974,0,974,0.0,1.0
26414,76373,162,0,162,0.0,1.0
26415,76374,4162,3282,880,0.789,0.211
26416,76377,802,0,802,0.0,1.0
26417,76379,591,0,591,0.0,1.0
26418,76380,3820,0,3820,0.0,1.0
26419,76384,12991,10572,2419,0.814,0.186
26420,76388,203,0,203,0.0,1.0
26421,76389,1329,0,1329,0.0,1.0
26422,76401,25702,15949,9753,0.621,0.379
26423,76402,847,847,0,1.0,0.0
26424,76424,8992,5839,3153,0.649,0.351
26425,76426,11302,5646,5656,0.5,0.5
26426,76427,804,0,804,0.0,1.0
26427,76429,258,0,258,0.0,1.0
26428,76430,2532,0,2532,0.0,1.0
26429,76431,3384,0,3384,0.0,1.0
26430,76432,1370,0,1370,0.0,1.0
26431,76433,1416,0,1416,0.0,1.0
26432,76435,612,0,612,0.0,1.0
26433,76436,212,0,212,0.0,1.0
26434,76437,5721,3658,2063,0.639,0.361
26435,76442,7545,3988,3557,0.529,0.471
26436,76443,1897,0,1897,0.0,1.0
26437,76444,3635,0,3635,0.0,1.0
26438,76445,407,0,407,0.0,1.0
26439,76446,9000,3543,5457,0.394,0.606
26440,76448,5628,3711,1917,0.659,0.341
26441,76449,2434,0,2434,0.0,1.0
26442,76450,13258,9041,4217,0.682,0.318
26443,76452,75,0,75,0.0,1.0
26444,76453,1125,0,1125,0.0,1.0
26445,76454,1688,0,1688,0.0,1.0
26446,76455,1014,0,1014,0.0,1.0
26447,76457,3960,0,3960,0.0,1.0
26448,76458,6261,4231,2030,0.676,0.324
26449,76459,146,0,146,0.0,1.0
26450,76460,421,0,421,0.0,1.0
26451,76462,2982,0,2982,0.0,1.0
26452,76463,481,0,481,0.0,1.0
26453,76464,506,0,506,0.0,1.0
26454,76466,332,0,332,0.0,1.0
26455,76469,96,0,96,0.0,1.0
26456,76470,3238,0,3238,0.0,1.0
26457,76471,1906,0,1906,0.0,1.0
26458,76472,1499,0,1499,0.0,1.0
26459,76474,281,0,281,0.0,1.0
26460,76475,977,0,977,0.0,1.0
26461,76476,2637,0,2637,0.0,1.0
26462,76481,208,0,208,0.0,1.0
26463,76483,1063,0,1063,0.0,1.0
26464,76484,1147,0,1147,0.0,1.0
26465,76486,1375,0,1375,0.0,1.0
26466,76487,2507,0,2507,0.0,1.0
26467,76490,91,0,91,0.0,1.0
26468,76491,459,0,459,0.0,1.0
26469,76501,16897,12396,4501,0.734,0.266
26470,76502,31545,27125,4420,0.86,0.14
26471,76504,24268,23431,837,0.966,0.034
26472,76508,0,0,0,,
26473,76511,3317,2653,664,0.8,0.2
26474,76513,34172,27119,7053,0.794,0.206
26475,76518,1581,0,1581,0.0,1.0
26476,76519,626,0,626,0.0,1.0
26477,76520,8413,5389,3024,0.641,0.359
26478,76522,35534,30489,5045,0.858,0.142
26479,76523,18,0,18,0.0,1.0
26480,76524,2867,0,2867,0.0,1.0
26481,76525,1062,0,1062,0.0,1.0
26482,76527,4058,0,4058,0.0,1.0
26483,76528,16974,8675,8299,0.511,0.489
26484,76530,2540,0,2540,0.0,1.0
26485,76531,4978,3034,1944,0.609,0.391
26486,76534,2615,0,2615,0.0,1.0
26487,76537,3870,0,3870,0.0,1.0
26488,76538,761,0,761,0.0,1.0
26489,76539,7841,284,7557,0.036,0.964
26490,76541,19206,19206,0,1.0,0.0
26491,76542,40025,36332,3693,0.908,0.092
26492,76543,30430,29570,860,0.972,0.028
26493,76544,29943,29939,4,1.0,0.0
26494,76548,26344,25839,505,0.981,0.019
26495,76549,44490,41539,2951,0.934,0.066
26496,76550,11586,6080,5506,0.525,0.475
26497,76554,2104,0,2104,0.0,1.0
26498,76556,1461,0,1461,0.0,1.0
26499,76557,5178,0,5178,0.0,1.0
26500,76559,5051,4432,619,0.877,0.123
26501,76561,962,0,962,0.0,1.0
26502,76565,74,0,74,0.0,1.0
26503,76566,258,0,258,0.0,1.0
26504,76567,8984,5459,3525,0.608,0.392
26505,76569,2498,0,2498,0.0,1.0
26506,76570,2572,0,2572,0.0,1.0
26507,76571,6790,0,6790,0.0,1.0
26508,76573,26,0,26,0.0,1.0
26509,76574,17661,14436,3225,0.817,0.183
26510,76577,3046,0,3046,0.0,1.0
26511,76578,1766,0,1766,0.0,1.0
26512,76579,4258,319,3939,0.075,0.925
26513,76596,1274,1274,0,1.0,0.0
26514,76597,2882,2882,0,1.0,0.0
26515,76598,523,523,0,1.0,0.0
26516,76599,1956,1956,0,1.0,0.0
26517,76621,1037,0,1037,0.0,1.0
26518,76622,1015,0,1015,0.0,1.0
26519,76623,242,0,242,0.0,1.0
26520,76624,2231,0,2231,0.0,1.0
26521,76626,1563,0,1563,0.0,1.0
26522,76627,1601,0,1601,0.0,1.0
26523,76628,111,0,111,0.0,1.0
26524,76629,1989,0,1989,0.0,1.0
26525,76630,1840,0,1840,0.0,1.0
26526,76631,522,0,522,0.0,1.0
26527,76632,1778,0,1778,0.0,1.0
26528,76633,4973,0,4973,0.0,1.0
26529,76634,7093,3421,3672,0.482,0.518
26530,76635,1341,0,1341,0.0,1.0
26531,76636,1497,0,1497,0.0,1.0
26532,76637,536,0,536,0.0,1.0
26533,76638,2837,0,2837,0.0,1.0
26534,76639,1584,0,1584,0.0,1.0
26535,76640,3005,933,2072,0.31,0.69
26536,76641,1674,0,1674,0.0,1.0
26537,76642,7057,3948,3109,0.559,0.441
26538,76643,13554,13461,93,0.993,0.007
26539,76645,11039,8328,2711,0.754,0.246
26540,76648,2302,0,2302,0.0,1.0
26541,76649,790,0,790,0.0,1.0
26542,76650,104,0,104,0.0,1.0
26543,76651,3300,0,3300,0.0,1.0
26544,76652,1087,0,1087,0.0,1.0
26545,76653,1082,0,1082,0.0,1.0
26546,76654,151,0,151,0.0,1.0
26547,76655,7831,408,7423,0.052,0.948
26548,76656,2276,0,2276,0.0,1.0
26549,76657,9307,7625,1682,0.819,0.181
26550,76660,506,0,506,0.0,1.0
26551,76661,8708,5832,2876,0.67,0.33
26552,76664,3514,0,3514,0.0,1.0
26553,76665,2526,0,2526,0.0,1.0
26554,76666,244,0,244,0.0,1.0
26555,76667,11313,6898,4415,0.61,0.39
26556,76670,1377,0,1377,0.0,1.0
26557,76671,1777,0,1777,0.0,1.0
26558,76673,1187,0,1187,0.0,1.0
26559,76676,413,0,413,0.0,1.0
26560,76678,263,0,263,0.0,1.0
26561,76679,1432,0,1432,0.0,1.0
26562,76680,190,0,190,0.0,1.0
26563,76681,873,0,873,0.0,1.0
26564,76682,2660,0,2660,0.0,1.0
26565,76685,108,0,108,0.0,1.0
26566,76686,285,0,285,0.0,1.0
26567,76687,1466,0,1466,0.0,1.0
26568,76689,3996,0,3996,0.0,1.0
26569,76690,1197,0,1197,0.0,1.0
26570,76691,6454,2780,3674,0.431,0.569
26571,76692,10115,0,10115,0.0,1.0
26572,76693,1651,0,1651,0.0,1.0
26573,76701,1826,1826,0,1.0,0.0
26574,76704,8007,8007,0,1.0,0.0
26575,76705,29155,22625,6530,0.776,0.224
26576,76706,35015,30684,4331,0.876,0.124
26577,76707,16697,16697,0,1.0,0.0
26578,76708,24476,21384,3092,0.874,0.126
26579,76710,22686,22686,0,1.0,0.0
26580,76711,9042,9042,0,1.0,0.0
26581,76712,23506,20031,3475,0.852,0.148
26582,76798,1862,1862,0,1.0,0.0
26583,76801,25552,19681,5871,0.77,0.23
26584,76802,5075,3030,2045,0.597,0.403
26585,76820,125,0,125,0.0,1.0
26586,76821,4869,3705,1164,0.761,0.239
26587,76823,2945,0,2945,0.0,1.0
26588,76824,35,0,35,0.0,1.0
26589,76825,7091,5357,1734,0.755,0.245
26590,76827,433,0,433,0.0,1.0
26591,76828,199,0,199,0.0,1.0
26592,76831,63,0,63,0.0,1.0
26593,76832,559,0,559,0.0,1.0
26594,76834,5908,4310,1598,0.73,0.27
26595,76836,41,0,41,0.0,1.0
26596,76837,3188,0,3188,0.0,1.0
26597,76841,61,0,61,0.0,1.0
26598,76842,191,0,191,0.0,1.0
26599,76844,3550,0,3550,0.0,1.0
26600,76845,178,0,178,0.0,1.0
26601,76848,78,0,78,0.0,1.0
26602,76849,3944,2566,1378,0.651,0.349
26603,76852,212,0,212,0.0,1.0
26604,76853,1622,0,1622,0.0,1.0
26605,76854,401,0,401,0.0,1.0
26606,76856,3582,0,3582,0.0,1.0
26607,76857,1791,0,1791,0.0,1.0
26608,76858,254,0,254,0.0,1.0
26609,76859,1982,0,1982,0.0,1.0
26610,76861,1995,0,1995,0.0,1.0
26611,76862,198,0,198,0.0,1.0
26612,76864,890,0,890,0.0,1.0
26613,76865,160,0,160,0.0,1.0
26614,76866,623,0,623,0.0,1.0
26615,76869,125,0,125,0.0,1.0
26616,76870,251,0,251,0.0,1.0
26617,76871,784,0,784,0.0,1.0
26618,76872,717,0,717,0.0,1.0
26619,76873,55,0,55,0.0,1.0
26620,76874,68,0,68,0.0,1.0
26621,76875,668,0,668,0.0,1.0
26622,76877,4558,3105,1453,0.681,0.319
26623,76878,1685,0,1685,0.0,1.0
26624,76882,252,0,252,0.0,1.0
26625,76884,172,0,172,0.0,1.0
26626,76885,154,0,154,0.0,1.0
26627,76887,126,0,126,0.0,1.0
26628,76888,110,0,110,0.0,1.0
26629,76890,940,0,940,0.0,1.0
26630,76901,27969,22721,5248,0.812,0.188
26631,76903,31905,30923,982,0.969,0.031
26632,76904,32718,29623,3095,0.905,0.095
26633,76905,11335,7766,3569,0.685,0.315
26634,76908,1951,1951,0,1.0,0.0
26635,76930,156,0,156,0.0,1.0
26636,76932,3390,2919,471,0.861,0.139
26637,76933,1365,0,1365,0.0,1.0
26638,76934,1296,0,1296,0.0,1.0
26639,76935,1606,0,1606,0.0,1.0
26640,76936,3377,0,3377,0.0,1.0
26641,76937,37,0,37,0.0,1.0
26642,76939,51,0,51,0.0,1.0
26643,76940,176,0,176,0.0,1.0
26644,76941,1348,0,1348,0.0,1.0
26645,76943,3693,2873,820,0.778,0.222
26646,76945,1665,0,1665,0.0,1.0
26647,76949,7,0,7,0.0,1.0
26648,76950,4180,3352,828,0.802,0.198
26649,76951,1143,0,1143,0.0,1.0
26650,76953,74,0,74,0.0,1.0
26651,76955,133,0,133,0.0,1.0
26652,76957,59,0,59,0.0,1.0
26653,76958,310,0,310,0.0,1.0
26654,77002,16793,16793,0,1.0,0.0
26655,77003,10508,10508,0,1.0,0.0
26656,77004,32692,32692,0,1.0,0.0
26657,77005,25528,25528,0,1.0,0.0
26658,77006,19664,19664,0,1.0,0.0
26659,77007,30853,30853,0,1.0,0.0
26660,77008,30482,30482,0,1.0,0.0
26661,77009,38094,38094,0,1.0,0.0
26662,77010,366,366,0,1.0,0.0
26663,77011,19547,19547,0,1.0,0.0
26664,77012,20719,20719,0,1.0,0.0
26665,77013,17602,17602,0,1.0,0.0
26666,77014,28684,28684,0,1.0,0.0
26667,77015,53621,53621,0,1.0,0.0
26668,77016,26989,26989,0,1.0,0.0
26669,77017,32561,32561,0,1.0,0.0
26670,77018,25563,25563,0,1.0,0.0
26671,77019,18944,18944,0,1.0,0.0
26672,77020,25464,25464,0,1.0,0.0
26673,77021,26042,26042,0,1.0,0.0
26674,77022,29557,29557,0,1.0,0.0
26675,77023,28998,28998,0,1.0,0.0
26676,77024,34775,34775,0,1.0,0.0
26677,77025,26137,26137,0,1.0,0.0
26678,77026,23940,23940,0,1.0,0.0
26679,77027,14331,14331,0,1.0,0.0
